pokedex_number,pokemon_name,type_1,type_2,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
519,Pidove,Normal,Flying,Wings,0.3,2.1,23.3,50,55,50,36,30,43,264,44.0,8.7,255,5,70,53,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Tiny Pigeon ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
520,Tranquill,Normal,Flying,Wings,0.6,15.0,41.7,62,77,62,50,42,65,358,59.67,11.15,120,5,70,125,Medium Slow,1059860,True,Pidove,False,False,True,False,False,False,False,False,False,False,0.5,Wild Pigeon ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
521,Unfezant,Normal,Flying,Wings,1.2,29.0,20.1,80,115,80,65,55,93,488,81.33,19.29,45,5,70,220,Medium Slow,1059860,False,Tranquill,True,False,True,False,False,False,False,False,False,False,0.5,Proud ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,Blitzle,Electric,,Quadruped,0.8,29.8,46.6,45,60,32,50,32,76,295,49.17,15.52,190,5,70,59,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Electrified ,Field,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,Electric,,Quadruped,1.6,79.5,31.1,75,100,63,80,63,116,497,82.83,19.37,75,5,70,174,Medium Fast,1000000,False,Blitzle,True,False,True,False,False,False,False,False,False,False,0.5,Thunderbolt ,Field,,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,Rock,,Legs,0.4,18.0,112.5,55,75,85,25,25,15,280,46.67,26.72,255,5,70,56,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mantle ,Mineral,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,Boldore,Rock,,Tentacles,0.9,102.0,125.9,70,105,105,50,40,20,390,65.0,31.89,120,5,70,137,Medium Slow,1059860,True,Roggenrola,False,False,True,False,False,False,False,False,False,False,0.5,Ore ,Mineral,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,Gigalith,Rock,,Tentacles,1.7,260.0,90.0,85,135,130,60,80,25,515,85.83,38.23,45,5,70,232,Medium Slow,1059860,False,Boldore,True,False,True,False,False,False,False,False,False,False,0.5,Compressed ,Mineral,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
527,Woobat,Psychic,Flying,Wings,0.4,2.1,13.1,65,45,43,55,43,72,323,53.83,11.32,190,5,70,65,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Bat ,Field,Flying,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
528,Swoobat,Psychic,Flying,Wings,0.9,10.5,13.0,67,57,55,77,55,114,425,70.83,20.85,45,5,70,149,Medium Fast,1000000,False,Woobat,True,False,True,False,False,False,False,False,False,False,0.5,Courting ,Field,Flying,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
529,Drilbur,Ground,,Upright,0.3,8.5,94.4,60,85,40,30,45,68,328,54.67,18.45,120,5,70,66,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mole ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
530,Excadrill,Ground,Steel,Humanoid,0.7,40.4,82.4,110,135,60,50,65,88,508,84.67,29.95,60,5,70,178,Medium Fast,1000000,False,Drilbur,True,False,True,False,False,False,False,False,False,False,0.5,Subterrene ,Field,,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
531,Audino,Normal,,Upright,1.1,31.0,25.6,103,60,86,60,86,50,445,74.17,18.69,255,5,70,390,Fast,800000,False,,True,False,True,False,False,False,True,False,False,False,0.5,Hearing ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
531,Mega Audino,Normal,Fairy,Upright,1.5,32.0,14.2,103,60,126,80,126,50,545,90.83,29.88,255,6,70,425,Fast,800000,False,,True,True,False,False,False,False,True,False,False,False,0.5,Hearing ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
532,Timburr,Fighting,,Humanoid,0.6,12.5,34.7,75,80,55,25,35,35,305,50.83,20.9,180,5,70,61,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.25,Muscular ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
533,Gurdurr,Fighting,,Humanoid,1.2,40.0,27.8,85,105,85,40,50,40,405,67.5,25.29,90,5,70,142,Medium Slow,1059860,True,Timburr,False,False,True,False,False,False,False,False,False,False,0.25,Muscular ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
534,Conkeldurr,Fighting,,Humanoid,1.4,87.0,44.4,105,140,95,55,65,45,505,84.17,32.71,45,5,70,227,Medium Slow,1059860,False,Gurdurr,True,False,True,False,False,False,False,False,False,False,0.25,Muscular ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,Tympole,Water,,Fish,0.5,4.5,18.0,50,50,40,50,40,64,294,49.0,8.06,255,5,70,59,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Tadpole ,Water 1,,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
536,Palpitoad,Water,Ground,Upright,0.8,17.0,26.6,75,65,55,65,55,69,384,64.0,7.19,120,5,70,134,Medium Slow,1059860,True,Tympole,False,False,True,False,False,False,False,False,False,False,0.5,Vibration ,Water 1,,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
537,Seismitoad,Water,Ground,Humanoid,1.5,62.0,27.6,105,95,75,85,75,74,509,84.83,11.7,45,5,70,229,Medium Slow,1059860,False,Palpitoad,True,False,True,False,False,False,False,False,False,False,0.5,Vibration ,Water 1,,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
538,Throh,Fighting,,Humanoid,1.3,55.5,32.8,120,100,85,30,85,45,465,77.5,30.92,45,5,70,163,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.0,Judo ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
539,Sawk,Fighting,,Humanoid,1.4,51.0,26.0,75,125,75,30,75,85,465,77.5,27.65,45,5,70,163,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.0,Karate ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
540,Sewaddle,Bug,Grass,Armor,0.3,2.5,27.8,45,53,70,40,60,42,310,51.67,10.66,255,5,70,62,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sewing ,Bug,,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
541,Swadloon,Bug,Grass,Arms,0.5,7.3,29.2,55,63,90,50,80,42,380,63.33,16.79,120,5,70,133,Medium Slow,1059860,True,Sewaddle,False,False,True,False,False,False,False,False,False,False,0.5,Leaf-Wrapped ,Bug,,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
542,Leavanny,Bug,Grass,Humanoid,1.2,20.5,14.2,75,103,80,70,80,92,500,83.33,11.04,45,5,70,225,Medium Slow,1059860,False,Swadloon,True,False,True,False,False,False,False,False,False,False,0.5,Nurturing ,Bug,,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
543,Venipede,Bug,Poison,Armor,0.4,5.3,33.1,30,45,59,30,39,57,260,43.33,11.61,255,5,70,52,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Centipede ,Bug,,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
544,Whirlipede,Bug,Poison,Ball,1.2,58.5,40.6,40,55,99,40,79,47,360,60.0,21.89,120,5,70,126,Medium Slow,1059860,True,Venipede,False,False,True,False,False,False,False,False,False,False,0.5,Curlipede ,Bug,,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
545,Scolipede,Bug,Poison,Armor,2.5,200.5,32.1,60,100,89,55,69,112,485,80.83,21.0,45,5,70,218,Medium Slow,1059860,False,Whirlipede,True,False,True,False,False,False,False,False,False,False,0.5,Megapede ,Bug,,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
546,Cottonee,Grass,Fairy,Ball,0.3,0.6,6.7,40,27,60,37,50,66,280,46.67,13.46,190,5,70,56,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Cotton Puff ,Grass,Fairy,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
547,Whimsicott,Grass,Fairy,Humanoid,0.7,6.6,13.5,60,67,85,77,75,116,480,80.0,17.91,75,5,70,168,Medium Fast,1000000,False,Cottonee,True,False,True,False,False,False,False,False,False,False,0.5,Windveiled ,Grass,Fairy,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
548,Petilil,Grass,,Blob,0.5,6.6,26.4,45,35,50,70,50,30,280,46.67,12.8,190,5,70,56,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,1.0,Bulb ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,Lilligant,Grass,,Blob,1.1,16.3,13.5,70,60,75,110,75,90,480,80.0,16.07,75,5,70,168,Medium Fast,1000000,False,Petilil,True,False,True,False,False,False,False,False,False,False,1.0,Flowering ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
550,Basculin Blue Striped,Water,,Fish,1.0,18.0,18.0,70,92,65,80,55,98,460,76.67,15.01,25,4,70,161,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.5,Hostile ,Water 2,,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,Basculin Red Striped,Water,,Fish,1.0,18.0,18.0,70,92,65,80,55,98,460,76.67,15.01,25,5,70,161,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Hostile ,Water 2,,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
551,Sandile,Ground,Dark,Quadruped,0.7,15.2,31.0,50,72,35,35,35,65,292,48.67,15.13,180,5,70,58,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Desert Croc ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
552,Krokorok,Ground,Dark,Quadruped,1.0,33.4,33.4,60,82,45,45,45,74,351,58.5,14.95,90,5,70,123,Medium Slow,1059860,True,Sandile,False,False,True,False,False,False,False,False,False,False,0.5,Desert Croc ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
553,Krookodile,Ground,Dark,Upright,1.5,96.3,42.8,95,117,80,65,70,92,519,86.5,17.37,45,5,70,234,Medium Slow,1059860,False,Krokorok,True,False,True,False,False,False,False,False,False,False,0.5,Intimidation ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
554,Darumaka,Fire,,Humanoid,0.6,37.5,104.2,70,90,45,15,45,50,315,52.5,23.23,120,5,70,63,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Zen Charm ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
554,Galarian Darumaka,Ice,,Humanoid,0.7,40.0,81.6,70,90,45,15,45,50,315,52.5,23.23,120,8,70,63,Medium Slow,1059860,True,,False,False,False,False,False,True,False,False,False,False,0.5,Zen Charm ,Field,,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Darmanitan,Fire,,Quadruped,1.3,92.9,55.0,105,140,55,30,55,95,480,80.0,36.97,60,5,70,168,Medium Slow,1059860,False,Darumaka,False,False,True,False,False,False,True,False,False,False,0.5,Blazing ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
555,Darmanitan Zen Mode,Fire,Psychic,Quadruped,1.3,92.9,55.0,105,30,105,140,105,55,540,90.0,36.51,60,5,70,189,Medium Slow,1059860,False,Darumaka,False,False,False,False,False,False,True,False,False,False,0.5,Blazing ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
555,Galarian Darmanitan,Ice,,Quadruped,1.7,120.0,41.5,105,140,55,30,55,95,480,80.0,36.97,60,8,70,168,Medium Slow,1059860,False,Darumaka,False,False,False,False,False,True,True,False,False,False,0.5,Blazing ,Field,,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Galarian Darmanitan Zen-Mode,Ice,Fire,Quadruped,1.7,120.0,41.5,105,160,55,30,55,135,540,90.0,46.9,60,8,70,168,Medium Slow,1059860,False,Darumaka,False,False,False,False,False,True,True,False,False,False,0.5,Blazing ,Field,,20,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
556,Maractus,Grass,,Blob,1.0,28.0,28.0,75,86,67,106,67,60,461,76.83,15.36,255,5,70,161,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Cactus ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
557,Dwebble,Bug,Rock,Armor,0.3,14.5,161.1,50,65,85,35,35,55,325,54.17,17.42,190,5,70,65,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Rock Inn ,Bug,Mineral,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
558,Crustle,Bug,Rock,Armor,1.4,200.0,102.0,70,105,125,65,75,45,485,80.83,26.52,75,5,70,170,Medium Fast,1000000,False,Dwebble,True,False,True,False,False,False,False,False,False,False,0.5,Stone Home ,Bug,Mineral,20,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
559,Scraggy,Dark,Fighting,Upright,0.6,11.8,32.8,50,75,70,35,70,48,348,58.0,14.55,180,5,35,70,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Shedding ,Field,Dragon,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
560,Scrafty,Dark,Fighting,Upright,1.1,30.0,24.8,65,90,115,45,115,58,488,81.33,27.3,90,5,70,171,Medium Fast,1000000,False,Scraggy,True,False,True,False,False,False,False,False,False,False,0.5,Hoodlum ,Field,Dragon,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
561,Sigilyph,Psychic,Flying,Wings,1.4,14.0,7.1,72,58,80,103,80,97,490,81.67,15.0,45,5,70,172,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Avianoid ,Flying,,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
562,Galarian Yamask,Ground,Ghost,Arms,0.5,1.5,6.0,38,55,85,30,65,30,303,50.5,20.07,190,8,70,61,Medium Fast,1000000,True,,False,False,False,False,False,True,False,False,False,False,0.5,Spirit ,Mineral,Amorphous,25,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
562,Yamask,Ghost,,Arms,0.5,1.5,6.0,38,30,85,55,65,30,303,50.5,20.07,190,5,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Spirit ,Mineral,Amorphous,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
563,Cofagrigus,Ghost,,Blob,1.7,76.5,26.5,58,50,145,95,105,30,483,80.5,38.64,90,5,70,169,Medium Fast,1000000,False,Yamask,True,False,True,False,False,False,False,False,False,False,0.5,Coffin ,Mineral,Amorphous,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
564,Tirtouga,Water,Rock,Quadruped,0.7,16.5,33.7,54,78,103,53,45,22,355,59.17,25.57,45,5,70,71,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.125,Prototurtle ,Water 1,Water 3,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,Carracosta,Water,Rock,Upright,1.2,81.0,56.3,74,108,133,83,65,32,495,82.5,31.96,45,5,70,173,Medium Fast,1000000,False,Tirtouga,True,False,True,False,False,False,False,False,False,False,0.125,Prototurtle ,Water 1,Water 3,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566,Archen,Rock,Flying,Wings,0.5,9.5,38.0,55,112,45,74,45,70,401,66.83,23.08,45,5,70,71,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.125,First Bird ,Flying,Water 3,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
567,Archeops,Rock,Flying,Wings,1.4,32.0,16.3,75,140,65,112,65,110,567,94.5,28.1,45,5,70,177,Medium Fast,1000000,False,Archen,True,False,True,False,False,False,False,False,False,False,0.125,First Bird ,Flying,Water 3,30,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
568,Trubbish,Poison,,Humanoid,0.6,31.0,86.1,50,50,62,40,62,65,329,54.83,8.88,190,5,70,66,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Trash Bag ,Mineral,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,Garbodor,Poison,,Humanoid,1.9,107.3,29.7,80,95,82,60,82,75,474,79.0,10.42,60,5,70,166,Medium Fast,1000000,False,Trubbish,True,False,True,False,False,False,False,False,False,False,0.5,Trash Heap ,Mineral,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,Garbodor Gmax,Poison,,Humanoid,21.0,10000.0,22.7,80,95,82,60,82,75,474,79.0,10.42,60,8,70,166,Medium Fast,1000000,False,Trubbish,False,False,False,False,False,False,False,False,False,False,0.5,Trash Heap ,Mineral,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
570,Zorua,Dark,,Quadruped,0.7,12.5,25.5,40,65,40,80,40,65,330,55.0,15.81,75,5,70,66,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.125,Tricky Fox ,Field,,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
571,Zoroark,Dark,,Upright,1.6,81.1,31.7,60,105,60,120,60,105,510,85.0,25.5,45,5,70,179,Medium Slow,1059860,False,Zorua,True,False,True,False,False,False,False,False,False,False,0.125,Illusion Fox ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
572,Minccino,Normal,,Quadruped,0.4,5.8,36.3,55,50,40,40,40,75,300,50.0,12.58,255,5,70,60,Fast,800000,True,,False,False,True,False,False,False,False,False,False,False,0.75,Chinchilla ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
573,Cinccino,Normal,,Quadruped,0.5,7.5,30.0,75,95,60,65,60,115,470,78.33,20.34,60,5,70,165,Fast,800000,False,Minccino,True,False,True,False,False,False,False,False,False,False,0.75,Scarf ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
574,Gothita,Psychic,,Humanoid,0.4,5.8,36.3,45,30,50,55,65,45,290,48.33,10.67,200,5,70,58,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.75,Fixation ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
575,Gothorita,Psychic,,Humanoid,0.7,18.0,36.7,60,45,70,75,85,55,390,65.0,13.23,100,5,70,137,Medium Slow,1059860,True,Gothita,False,False,True,False,False,False,False,False,False,False,0.75,Manipulate ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,Gothitelle,Psychic,,Humanoid,1.5,44.0,19.6,70,55,95,95,110,65,490,81.67,19.51,50,5,70,221,Medium Slow,1059860,False,Gothorita,True,False,True,False,False,False,False,False,False,False,0.75,Astral Body ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,Solosis,Psychic,,Ball,0.3,1.0,11.1,45,30,40,105,50,20,290,48.33,27.18,200,5,70,58,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Cell ,Amorphous,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,Duosion,Psychic,,Ball,0.6,8.0,22.2,65,40,50,125,60,30,370,61.67,30.64,100,5,70,130,Medium Slow,1059860,True,Solosis,False,False,True,False,False,False,False,False,False,False,0.5,Mitosis ,Amorphous,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,Reuniclus,Psychic,,Arms,1.0,20.1,20.1,110,65,75,125,85,30,490,81.67,30.78,50,5,70,221,Medium Slow,1059860,False,Duosion,True,False,True,False,False,False,False,False,False,False,0.5,Multiplying ,Amorphous,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
580,Ducklett,Water,Flying,Wings,0.5,5.5,22.0,62,44,50,44,50,55,305,50.83,6.28,190,5,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Water Bird ,Water 1,Flying,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
581,Swanna,Water,Flying,Wings,1.3,24.2,14.3,75,87,63,87,63,98,473,78.83,13.02,45,5,70,166,Medium Fast,1000000,False,Ducklett,True,False,True,False,False,False,False,False,False,False,0.5,White Bird ,Water 1,Flying,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
582,Vanillite,Ice,,Blob,0.4,5.7,35.6,36,50,50,65,60,44,305,50.83,9.6,255,5,70,61,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Fresh Snow ,Mineral,,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
